"Now Zād"	"Now Zad"	"AF"
"Nīlī"	"Nili"	"AF"
"Nayak"	"Nayak"	"AF"
"Nāyak"	"Nayak"	"AF"
"Now Dahānak"	"Now Dahanak"	"AF"
"Ōkak"	"Okak"	"AF"
"Nāṟay"	"Naray"	"AF"
"Narang"	"Narang"	"AF"
"Nīkêh"	"Nikeh"	"AF"
"Nahrīn"	"Nahrin"	"AF"
"Ḩukūmat-e Nād ‘Alī"	"Hukumat-e Nad `Ali"	"AF"
"Mūsá Qal‘ah"	"Musa Qal`ah"	"AF"
"Bala Murghab"	"Bala Murghab"	"AF"
"Muqêr"	"Muqer"	"AF"
"Muḩammad Āghah Wuluswālī"	"Muhammad Aghah Wuluswali"	"AF"
"Mīzān ‘Alāqahdārī"	"Mizan `Alaqahdari"	"AF"
"Mīr Bachah Kōṯ"	"Mir Bachah Kot"	"AF"
"Mīrān"	"Miran"	"AF"
"Mīrābād"	"Mirabad"	"AF"
"Maymana"	"Maymana"	"AF"
"Maīdān Khūlah"	"Maidan Khulah"	"AF"
"Mingajik"	"Mingajik"	"AF"
"Mehtar Lām"	"Mehtar Lam"	"AF"
"Mazār-e Sharīf"	"Mazar-e Sharif"	"AF"
"Māymay"	"Maymay"	"AF"
"Mutā Khān"	"Muta Khan"	"AF"
"Mashhad"	"Mashhad"	"AF"
"Mardīān"	"Mardian"	"AF"
"Mandōl"	"Mandol"	"AF"
"Māmā Khēl"	"Mama Khel"	"AF"
"Lashkar Gāh"	"Lashkar Gah"	"AF"
"Lāsh-e Juwayn"	"Lash-e Juwayn"	"AF"
"Larkird"	"Larkird"	"AF"
"La‘l"	"La`l"	"AF"
"Kushk"	"Kushk"	"AF"
"Kōṯowāl"	"Kotowal"	"AF"
"Kushk-e Kuhnah"	"Kushk-e Kuhnah"	"AF"
"‘Alāqahdārī Kirān wa Munjān"	"`Alaqahdari Kiran wa Munjan"	"AF"
"Kunduz"	"Kunduz"	"AF"
"Khōshī"	"Khoshi"	"AF"
"Khōshāmand"	"Khoshamand"	"AF"
"Khwājah Ghār"	"Khwajah Ghar"	"AF"
"Khwājah Dū Kōh"	"Khwajah Du Koh"	"AF"
"Deh Khwāhān"	"Deh Khwahan"	"AF"
"Khulbisāt"	"Khulbisat"	"AF"
"Khūgyāṉī"	"Khugyani"	"AF"
"Khōst"	"Khost"	"AF"
"Khulm"	"Khulm"	"AF"
"Khudāydād Khēl"	"Khudaydad Khel"	"AF"
"Khinjān"	"Khinjan"	"AF"
"Khinj"	"Khinj"	"AF"
"Khāsh"	"Khash"	"AF"
"Khān Neshīn"	"Khan Neshin"	"AF"
"Khānaqāh"	"Khanaqah"	"AF"
"Chahār Bāgh"	"Chahar Bagh"	"AF"
"Khandūd"	"Khandud"	"AF"
"Khānaqāh"	"Khanaqah"	"AF"
"Khanabad"	"Khanabad"	"AF"
"Khamyāb"	"Khamyab"	"AF"
"Khākirān"	"Khakiran"	"AF"
"Kaz̲h̲ah"	"Kazhah"	"AF"
"Kishk-e Nakhūd"	"Kishk-e Nakhud"	"AF"
"Karukh"	"Karukh"	"AF"
"Kanḏay"	"Kanday"	"AF"
"Kandahār"	"Kandahar"	"AF"
"Kalān Deh"	"Kalan Deh"	"AF"
"Kalakān"	"Kalakan"	"AF"
"Kalafgān"	"Kalafgan"	"AF"
"Kajrān"	"Kajran"	"AF"
"Kai"	"Kai"	"AF"
"Kabul"	"Kabul"	"AF"
"Jurm"	"Jurm"	"AF"
"Jawand"	"Jawand"	"AF"
"Jānī Khēl"	"Jani Khel"	"AF"
"Jalrēz"	"Jalrez"	"AF"
"Jalālābād"	"Jalalabad"	"AF"
"Jabal os Saraj"	"Jabal os Saraj"	"AF"
"Ḩukūmat-e Shīnkaī"	"Hukumat-e Shinkai"	"AF"
"Herāt"	"Herat"	"AF"
"Ḩājī Khēl"	"Haji Khel"	"AF"
"Ḩāfiz̧ Moghul"	"Hafiz Moghul"	"AF"
"Khafizan"	"Khafizan"	"AF"
"Guz̄arah"	"Guzarah"	"AF"
"Gōshtah"	"Goshtah"	"AF"
"Gōmal Kêlay"	"Gomal Kelay"	"AF"
"‘Alāqahdārī Gēlān"	"`Alaqahdari Gelan"	"AF"
"Ghōriyān"	"Ghoriyan"	"AF"
"Ghormach"	"Ghormach"	"AF"
"Ghurayd Gharamē"	"Ghurayd Gharame"	"AF"
"Ghazni"	"Ghazni"	"AF"
"Gereshk"	"Gereshk"	"AF"
"Gardēz"	"Gardez"	"AF"
"Fayzabad"	"Fayzabad"	"AF"
"Faīẕābād"	"Faizabad"	"AF"
"Fayẕābād"	"Fayzabad"	"AF"
"Qal‘ah-ye Fārsī"	"Qal`ah-ye Farsi"	"AF"
"Farkhār"	"Farkhar"	"AF"
"Farah"	"Farah"	"AF"
"Istālif"	"Istalif"	"AF"
"Kafir Qala"	"Kafir Qala"	"AF"
"Injīl"	"Injil"	"AF"
"Imām Şāḩib"	"Imam Sahib"	"AF"
"Dōshī"	"Doshi"	"AF"
"Dowlatyār"	"Dowlatyar"	"AF"
"Dowlat Shāh"	"Dowlat Shah"	"AF"
"Dowlatābād"	"Dowlatabad"	"AF"
"Dowlatābād"	"Dowlatabad"	"AF"
"Dū Qal‘ah"	"Du Qal`ah"	"AF"
"Dūāb"	"Duab"	"AF"
"Dê Nārkhēl Kêlay"	"De Narkhel Kelay"	"AF"
"Dehī"	"Dehi"	"AF"
"Deh-e Şalāḩ"	"Deh-e Salah"	"AF"
"Deh-e Now"	"Deh-e Now"	"AF"
"Dehdādī"	"Dehdadi"	"AF"
"Dwah Manḏay"	"Dwah Manday"	"AF"
"Dasht-e Qal‘ah"	"Dasht-e Qal`ah"	"AF"
"Dasht-e Qal‘ah"	"Dasht-e Qal`ah"	"AF"
"Dasht-e Archī"	"Dasht-e Archi"	"AF"
"Darzāb"	"Darzab"	"AF"
"Markaz-e Ḩukūmat-e Darwēshān"	"Markaz-e Hukumat-e Darweshan"	"AF"
"Darqad"	"Darqad"	"AF"
"Darāyim"	"Darayim"	"AF"
"Dāngām"	"Dangam"	"AF"
"Ḏanḏar"	"Dandar"	"AF"
"Ḩukūmatī Dahanah-ye Ghōrī"	"Hukumati Dahanah-ye Ghori"	"AF"
"Tsowkêy"	"Tsowkey"	"AF"
"Chīras"	"Chiras"	"AF"
"Chisht-e Sharīf"	"Chisht-e Sharif"	"AF"
"Chinār"	"Chinar"	"AF"
"Chimtāl"	"Chimtal"	"AF"
"Charkh"	"Charkh"	"AF"
"Charikar"	"Charikar"	"AF"
"Dowr-e Rabāţ"	"Dowr-e Rabat"	"AF"
"Tsapêraī"	"Tsaperai"	"AF"
"Tsamkanī"	"Tsamkani"	"AF"
"Chakaray"	"Chakaray"	"AF"
"Chākarān"	"Chakaran"	"AF"
"Chahār Qal‘ah"	"Chahar Qal`ah"	"AF"
"Chahār Burj"	"Chahar Burj"	"AF"
"Chāh Āb"	"Chah Ab"	"AF"
"Chaghcharān"	"Chaghcharan"	"AF"
"Bulōlah"	"Bulolah"	"AF"
"Bal Chirāgh"	"Bal Chiragh"	"AF"
"Bāzār-e Tālah"	"Bazar-e Talah"	"AF"
"Bāsawul"	"Basawul"	"AF"
"Būrkah"	"Burkah"	"AF"
"Barg-e Matāl"	"Barg-e Matal"	"AF"
"Barakī Barak"	"Baraki Barak"	"AF"
"Banū"	"Banu"	"AF"
"Bāmyān"	"Bamyan"	"AF"
"Balkh"	"Balkh"	"AF"
"Bahārak"	"Baharak"	"AF"
"Bagrāmī"	"Bagrami"	"AF"
"Baghlān"	"Baghlan"	"AF"
"Ḩukūmatī Azrah"	"Hukumati Azrah"	"AF"
"Ārt Khwājah"	"Art Khwajah"	"AF"
"‘Alāqahdārī Aṯghar"	"`Alaqahdari Atghar"	"AF"
"Āsmār"	"Asmar"	"AF"
"Ashkāsham"	"Ashkasham"	"AF"
"Asadābād"	"Asadabad"	"AF"
"Āqchah"	"Aqchah"	"AF"
"Andkhōy"	"Andkhoy"	"AF"
"’Unābah"	"'Unabah"	"AF"
"Anār Darah"	"Anar Darah"	"AF"
"Amānzī"	"Amanzi"	"AF"
"‘Alāqahdārī-ye Almār"	"`Alaqahdari-ye Almar"	"AF"
"‘Alī Shēr ‘Alāqahdārī"	"`Ali Sher `Alaqahdari"	"AF"
"Wuluswālī ‘Alīngār"	"Wuluswali `Alingar"	"AF"
"‘Alī Khēl"	"`Ali Khel"	"AF"
"‘Alāqahdārī Yōsuf Khēl"	"`Alaqahdari Yosuf Khel"	"AF"
"‘Alāqahdārī Dīshū"	"`Alaqahdari Dishu"	"AF"
"Alah Sāy"	"Alah Say"	"AF"
"Pachīr wa Āgām"	"Pachir wa Agam"	"AF"
"Afaki"	"Afaki"	"AF"
"Adraskan"	"Adraskan"	"AF"
"Āb-e Kamarī"	"Ab-e Kamari"	"AF"
"Khadīr"	"Khadir"	"AF"
"Ghulām ‘Alī"	"Ghulam `Ali"	"AF"
"Qarah Bāgh Bāzār"	"Qarah Bagh Bazar"	"AF"
"Zargarān"	"Zargaran"	"AF"
"Surkh Bilandī"	"Surkh Bilandi"	"AF"
"Pul-e Sangī"	"Pul-e Sangi"	"AF"
"Langar"	"Langar"	"AF"
"Bāgh-e Maīdān"	"Bagh-e Maidan"	"AF"
"Ibrāhīm Khān"	"Ibrahim Khan"	"AF"
"Qaranghū Tōghaī"	"Qaranghu Toghai"	"AF"
"Bāzārak"	"Bazarak"	"AF"
"Shērwānī-ye Bālā"	"Sherwani-ye Bala"	"AF"
"Kirāmān"	"Kiraman"	"AF"
"‘Alāqahdārī Saṟōbī"	"`Alaqahdari Sarobi"	"AF"
"Zerok-Alakadari"	"Zerok-Alakadari"	"AF"
"Kushkak"	"Kushkak"	"AF"
"Khayr Kōṯ"	"Khayr Kot"	"AF"
"Chowṉêy"	"Chowney"	"AF"
"Wuṯahpūr"	"Wutahpur"	"AF"
"Karbori"	"Karbori"	"AF"
"Sulţānpūr-e ‘Ulyā"	"Sultanpur-e `Ulya"	"AF"
"Babasakhib"	"Babasakhib"	"AF"
"Chandal Bā’ī"	"Chandal Ba'i"	"AF"
"Dahan-e Jarf"	"Dahan-e Jarf"	"AF"
"Maydanshakhr"	"Maydanshakhr"	"AF"
"Dū Laīnah"	"Du Lainah"	"AF"
"Qaram Qōl"	"Qaram Qol"	"AF"
"Pul-e Ḩişār"	"Pul-e Hisar"	"AF"
"Lab-Sar"	"Lab-Sar"	"AF"
"Ţāqchah Khānah"	"Taqchah Khanah"	"AF"
"March"	"March"	"AF"
"Zīrakī"	"Ziraki"	"AF"
"Aliabad"	"Aliabad"	"AF"
"Pas Pul"	"Pas Pul"	"AF"
"Qal‘ah-ye Na‘īm"	"Qal`ah-ye Na`im"	"AF"
"Markaz-e Woluswalī-ye Āchīn"	"Markaz-e Woluswali-ye Achin"	"AF"
"Manogay"	"Manogay"	"AF"
"Stêr Giyān"	"Ster Giyan"	"AF"
"Cool űrhajó"	"Cool urhajo"	"AF"
"Sharan"	"Sharan"	"AF"
"Salām Khēl"	"Salam Khel"	"AF"
"Saint John’s"	"Saint John's"	"AG"
"Potters Village"	"Potters Village"	"AG"
"Piggotts"	"Piggotts"	"AG"
"Parham"	"Parham"	"AG"
"Liberta"	"Liberta"	"AG"
"Falmouth"	"Falmouth"	"AG"
"Codrington"	"Codrington"	"AG"
"Bolands"	"Bolands"	"AG"
"All Saints"	"All Saints"	"AG"
"The Valley"	"The Valley"	"AI"
"The Farrington"	"The Farrington"	"AI"
"Stoney Ground"	"Stoney Ground"	"AI"
"Island Harbour"	"Island Harbour"	"AI"
"George Hill"	"George Hill"	"AI"
"Xarrë"	"Xarre"	"AL"
"Sarandë"	"Sarande"	"AL"
"Mesopotam"	"Mesopotam"	"AL"
"Markat"	"Markat"	"AL"
"Livadhja"	"Livadhja"	"AL"
"Konispol"	"Konispol"	"AL"
"Kakavijë"	"Kakavije"	"AL"
"Finiq"	"Finiq"	"AL"
"Dhivër"	"Dhiver"	"AL"
"Delvinë"	"Delvine"	"AL"
"Aliko"	"Aliko"	"AL"
"Buçimas"	"Bucimas"	"AL"
"Zhepë"	"Zhepe"	"AL"
"Zerqan"	"Zerqan"	"AL"
"Zavalinë"	"Zavaline"	"AL"
"Zapod"	"Zapod"	"AL"
"Zall-Reç"	"Zall-Rec"	"AL"
"Zall-Dardhë"	"Zall-Dardhe"	"AL"
"Xibër-Murrizë"	"Xiber-Murrize"	"AL"
"Vreshtas"	"Vreshtas"	"AL"
"Voskopojë"	"Voskopoje"	"AL"
"Voskop"	"Voskop"	"AL"
"Vithkuq"	"Vithkuq"	"AL"
"Vithkuq"	"Vithkuq"	"AL"
"Vërtop"	"Vertop"	"AL"
"Vergo"	"Vergo"	"AL"
"Vendresha e Vogël"	"Vendresha e Vogel"	"AL"
"Velçan"	"Velcan"	"AL"
"Ujmisht"	"Ujmisht"	"AL"
"Udënisht"	"Udenisht"	"AL"
"Tunjë"	"Tunje"	"AL"
"Tregan"	"Tregan"	"AL"
"Trebisht-Muçinë"	"Trebisht-Mucine"	"AL"
"Trebinjë"	"Trebinje"	"AL"
"Topojan"	"Topojan"	"AL"
"Tomin"	"Tomin"	"AL"
"Tepelenë"	"Tepelene"	"AL"
"Surroj"	"Surroj"	"AL"
"Sult"	"Sult"	"AL"
"Sukë"	"Suke"	"AL"
"Suç"	"Suc"	"AL"
"Stravaj"	"Stravaj"	"AL"
"Steblevë"	"Stebleve"	"AL"
"Sllovë"	"Sllove"	"AL"
"Skore"	"Skore"	"AL"
"Skënderbegas"	"Skenderbegas"	"AL"
"Shushicë"	"Shushice"	"AL"
"Shupenzë"	"Shupenze"	"AL"
"Shtiqën"	"Shtiqen"	"AL"
"Shishtavec"	"Shishtavec"	"AL"
"Shirgjan"	"Shirgjan"	"AL"
"Shëngjin"	"Shengjin"	"AL"
"Shënmëri"	"Shenmeri"	"AL"
"Selishtë"	"Selishte"	"AL"
"Saraqinishtë"	"Saraqinishte"	"AL"
"Rukaj"	"Rukaj"	"AL"
"Rajcë"	"Rajce"	"AL"
"Roshnik"	"Roshnik"	"AL"
"Qukës-Skënderbe"	"Qukes-Skenderbe"	"AL"
"Qestorat"	"Qestorat"	"AL"
"Qafëmal"	"Qafemal"	"AL"
"Përrenjas-Fshat"	"Perrenjas-Fshat"	"AL"
"Përrenjas"	"Perrenjas"	"AL"
"Proptisht"	"Proptisht"	"AL"
"Progër"	"Proger"	"AL"
"Potom"	"Potom"	"AL"
"Poroçan"	"Porocan"	"AL"
"Polis-Gostimë"	"Polis-Gostime"	"AL"
"Poliçan"	"Polican"	"AL"
"Pojan"	"Pojan"	"AL"
"Pogradec"	"Pogradec"	"AL"
"Pishaj"	"Pishaj"	"AL"
"Pirg"	"Pirg"	"AL"
"Gjinkar"	"Gjinkar"	"AL"
"Petran"	"Petran"	"AL"
"Peshkopi"	"Peshkopi"	"AL"
"Përmet"	"Permet"	"AL"
"Ostreni i Math"	"Ostreni i Math"	"AL"
"Orosh"	"Orosh"	"AL"
"Orenjë"	"Orenje"	"AL"
"Odrie"	"Odrie"	"AL"
"Novoselë"	"Novosele"	"AL"
"Picar"	"Picar"	"AL"
"Mollas"	"Mollas"	"AL"
"Mollas"	"Mollas"	"AL"
"Mollaj"	"Mollaj"	"AL"
"Miras"	"Miras"	"AL"
"Melan"	"Melan"	"AL"
"Martanesh"	"Martanesh"	"AL"
"Maqellarë"	"Maqellare"	"AL"
"Maliq"	"Maliq"	"AL"
"Macukull"	"Macukull"	"AL"
"Lunik"	"Lunik"	"AL"
"Llugaj"	"Llugaj"	"AL"
"Lis"	"Lis"	"AL"
"Liqenas"	"Liqenas"	"AL"
"Librazhd"	"Librazhd"	"AL"
"Libonik"	"Libonik"	"AL"
"Libohovë"	"Libohove"	"AL"
"Leskovik"	"Leskovik"	"AL"
"Leshnjë"	"Leshnje"	"AL"
"Lenias"	"Lenias"	"AL"
"Lekas"	"Lekas"	"AL"
"Lazarat"	"Lazarat"	"AL"
"Labinot-Mal"	"Labinot-Mal"	"AL"
"Labinot-Fushë"	"Labinot-Fushe"	"AL"
"Kushovë"	"Kushove"	"AL"
"Kurbnesh"	"Kurbnesh"	"AL"
"Kukur"	"Kukur"	"AL"
"Kukës"	"Kukes"	"AL"
"Kthella e Epërme"	"Kthella e Eperme"	"AL"
"Krumë"	"Krume"	"AL"
"Korçë"	"Korce"	"AL"
"Kolsh"	"Kolsh"	"AL"
"Kodovjat"	"Kodovjat"	"AL"
"Klos"	"Klos"	"AL"
"Klos"	"Klos"	"AL"
"Këlcyrë"	"Kelcyre"	"AL"
"Kastriot"	"Kastriot"	"AL"
"Kardhiq"	"Kardhiq"	"AL"
"Kalis"	"Kalis"	"AL"
"Iballë"	"Iballe"	"AL"
"Hotolisht"	"Hotolisht"	"AL"
"Hoçisht"	"Hocisht"	"AL"
"Gramsh"	"Gramsh"	"AL"
"Gostimë"	"Gostime"	"AL"
"Golaj"	"Golaj"	"AL"
"Gjorica e Sipërme"	"Gjorica e Siperme"	"AL"
"Gjirokastër"	"Gjirokaster"	"AL"
"Gjinar"	"Gjinar"	"AL"
"Gjinaj"	"Gjinaj"	"AL"
"Gjergjan"	"Gjergjan"	"AL"
"Gjegjan"	"Gjegjan"	"AL"
"Fushë-Muhurr"	"Fushe-Muhurr"	"AL"
"Fushë-Lurë"	"Fushe-Lure"	"AL"
"Fushë-Çidhnë"	"Fushe-Cidhne"	"AL"
"Fushë-Bulqizë"	"Fushe-Bulqize"	"AL"
"Fushë-Arrëz"	"Fushe-Arrez"	"AL"
"Frashër"	"Frasher"	"AL"
"Fierzë"	"Fierze"	"AL"
"Fajzë"	"Fajze"	"AL"
"Ersekë"	"Erseke"	"AL"
"Elbasan"	"Elbasan"	"AL"
"Drenovë"	"Drenove"	"AL"
"Dishnicë"	"Dishnice"	"AL"
"Derviçian"	"Dervician"	"AL"
"Derjan"	"Derjan"	"AL"
"Gjerbës"	"Gjerbes"	"AL"
"Çorovodë"	"Corovode"	"AL"
"Çlirim"	"Clirim"	"AL"
"Cerava"	"Cerava"	"AL"
"Çepan"	"Cepan"	"AL"
"Çarshovë"	"Carshove"	"AL"
"Kokaj"	"Kokaj"	"AL"
"Buz"	"Buz"	"AL"
"Bushtricë"	"Bushtrice"	"AL"
"Burrel"	"Burrel"	"AL"
"Bulqizë"	"Bulqize"	"AL"
"Bujan"	"Bujan"	"AL"
"Bradashesh"	"Bradashesh"	"AL"
"Blinisht"	"Blinisht"	"AL"
"Blerim"	"Blerim"	"AL"
"Bilisht"	"Bilisht"	"AL"
"Bicaj"	"Bicaj"	"AL"
"Dardhas"	"Dardhas"	"AL"
"Barmash"	"Barmash"	"AL"
"Ballaban"	"Ballaban"	"AL"
"Arrën"	"Arren"	"AL"
"Arras"	"Arras"	"AL"
"Fierzë"	"Fierze"	"AL"
"Bytyç"	"Bytyc"	"AL"
"Librazhd-Qendër"	"Librazhd-Qender"	"AL"
"Funarë"	"Funare"	"AL"
"Moglicë"	"Moglice"	"AL"
"Bogovë"	"Bogove"	"AL"
"Piskovë"	"Piskove"	"AL"
"Lukovë"	"Lukove"	"AL"
"Zharrëz"	"Zharrez"	"AL"
"Zejmen"	"Zejmen"	"AL"
"Zall-Herr"	"Zall-Herr"	"AL"
"Zall-Bastar"	"Zall-Bastar"	"AL"
"Xhafzotaj"	"Xhafzotaj"	"AL"
"Vukatanë"	"Vukatane"	"AL"
"Vranisht"	"Vranisht"	"AL"
"Vorë"	"Vore"	"AL"
"Vlorë"	"Vlore"	"AL"
"Velipojë"	"Velipoje"	"AL"
"Velabisht"	"Velabisht"	"AL"
"Vaqarr"	"Vaqarr"	"AL"
"Ura Vajgurore"	"Ura Vajgurore"	"AL"
"Ungrej"	"Ungrej"	"AL"
"Ulëz"	"Ulez"	"AL"
"Topojë"	"Topoje"	"AL"
"Tirana"	"Tirana"	"AL"
"Thumanë"	"Thumane"	"AL"
"Tërbuf"	"Terbuf"	"AL"
"Synej"	"Synej"	"AL"
"Sukth"	"Sukth"	"AL"
"Strum"	"Strum"	"AL"
"Sinjë"	"Sinje"	"AL"
"Sinaballaj"	"Sinaballaj"	"AL"
"Shkodër"	"Shkoder"	"AL"
"Shijak"	"Shijak"	"AL"
"Shezë"	"Sheze"	"AL"
"Shënkoll"	"Shenkoll"	"AL"
"Shëngjin"	"Shengjin"	"AL"
"Shëngjergj"	"Shengjergj"	"AL"
"Shalës"	"Shales"	"AL"
"Nicaj-Shalë"	"Nicaj-Shale"	"AL"
"Sevaster"	"Sevaster"	"AL"
"Selitë"	"Selite"	"AL"
"Valbonë"	"Valbone"	"AL"
"Selenicë"	"Selenice"	"AL"
"Ruzhdie"	"Ruzhdie"	"AL"
"Rubik"	"Rubik"	"AL"
"Rrogozhinë"	"Rrogozhine"	"AL"
"Rrëshen"	"Rreshen"	"AL"
"Rrashbull"	"Rrashbull"	"AL"
"Rrasa e Sipërme"	"Rrasa e Siperme"	"AL"
"Rrapë"	"Rrape"	"AL"
"Roskovec"	"Roskovec"	"AL"
"Remas"	"Remas"	"AL"
"Qerret"	"Qerret"	"AL"
"Qelëz"	"Qelez"	"AL"
"Pukë"	"Puke"	"AL"
"Progonat"	"Progonat"	"AL"
"Prezë"	"Preze"	"AL"
"Poshnje"	"Poshnje"	"AL"
"Portëz"	"Portez"	"AL"
"Peza e Madhe"	"Peza e Madhe"	"AL"
"Petrelë"	"Petrele"	"AL"
"Përparim"	"Perparim"	"AL"
"Perondi"	"Perondi"	"AL"
"Peqin"	"Peqin"	"AL"
"Patos Fshat"	"Patos Fshat"	"AL"
"Patos"	"Patos"	"AL"
"Paskuqan"	"Paskuqan"	"AL"
"Papër"	"Paper"	"AL"
